#Species	Gene_1	Ext_1	Gene_2	Ext_2	Weight
AnophelesgambiaePEST	OG6105380_AGAP000132	t	OG6102882_AGAP000136	t	0
AnophelesgambiaePEST	OG6105165_AGAP000547	t	OG6101891_AGAP000549	h	0
AnophelesgambiaePEST	OG6132684_AGAP000292	t	OG6183605_AGAP000299	t	0
AnophelesgambiaePEST	OG6105997_AGAP000433	t	OG6122583_AGAP000436	t	0
AnophelesgambiaePEST	OG6107955_AGAP000432	t	OG6108101_AGAP000431	h	0
AnophelesgambiaePEST	OG6103788_AGAP000242	t	OG6102986_AGAP000241	t	0
AnophelesgambiaePEST	OG6129000_AGAP000340	t	OG6151074_AGAP000341	h	0
AnophelesgambiaePEST	OG6163747_AGAP013154	h	OG6106249_AGAP000713	h	0
AnophelesgambiaePEST	OG6163200_AGAP000191	t	OG6102235_AGAP000195	h	0
AnophelesgambiaePEST	OG6112259_AGAP000941	h	OG6150894_AGAP000940	t	0
AnophelesgambiaePEST	OG6102427_AGAP029508	h	OG6107023_AGAP000056	h	0
AnophelesgambiaePEST	OG6104021_AGAP000102	h	OG6122624_AGAP000104	h	0
AnophelesgambiaePEST	OG6100338_AGAP000564	h	OG6101039_AGAP000563	t	0
AnophelesgambiaePEST	OG6124484_AGAP000693	t	OG6163821_AGAP000694	t	0
AnophelesgambiaePEST	OG6126445_AGAP000718	h	OG6101169_AGAP000720	t	0
AnophelesgambiaePEST	OG6105629_AGAP000969	h	OG6112361_AGAP000968	t	0
AnophelesgambiaePEST	OG6104177_AGAP000406	t	OG6106875_AGAP000405	t	0
AnophelesgambiaePEST	OG6102836_AGAP001091	h	OG6117846_AGAP001092	t	0
AnophelesgambiaePEST	OG6105304_AGAP000903	h	OG6107572_AGAP000909	t	0
AnophelesgambiaePEST	OG6126602_AGAP000146	t	OG6106474_AGAP000144	t	0
AnophelesgambiaePEST	OG6129233_AGAP000758	t	OG6105363_AGAP000759	t	0
AnophelesgambiaePEST	OG6126624_AGAP000256	h	OG6142381_AGAP013258	h	0
AnophelesgambiaePEST	OG6150740_AGAP000603	h	OG6102384_AGAP000602	t	0
AnophelesgambiaePEST	OG6137881_AGAP000822	h	OG6110776_AGAP000825	h	0
AnophelesgambiaePEST	OG6132280_AGAP000057	t	OG6141913_AGAP000058	h	0
AnophelesgambiaePEST	OG6151144_AGAP013172	t	OG6129238_AGAP013409	t	0
AnophelesgambiaePEST	OG6103992_AGAP001043	t	OG6136375_AGAP001040	t	0
AnophelesgambiaePEST	OG6151243_AGAP013181	t	OG6136555_AGAP001030	t	0
AnophelesgambiaePEST	OG6103997_AGAP000774	t	OG6105053_AGAP000776	h	0
AnophelesgambiaePEST	OG6137881_AGAP000822	t	OG6126664_AGAP000821	h	0
AnophelesgambiaePEST	OG6102617_AGAP000856	h	OG6104023_AGAP012991	t	0
AnophelesgambiaePEST	OG6104525_AGAP000768	t	OG6108585_AGAP000765	t	0
AnophelesgambiaePEST	OG6103034_AGAP029985	h	OG6162964_AGAP000066	h	0
AnophelesgambiaePEST	OG6107716_AGAP000911	h	OG6106742_AGAP000912	t	0
AnophelesgambiaePEST	OG6142327_AGAP013348	h	OG6105507_AGAP000599	t	0
AnophelesgambiaePEST	OG6128920_AGAP000226	h	OG6104609_AGAP000225	t	0
AnophelesgambiaePEST	OG6163379_AGAP000988	t	OG6129193_AGAP000989	h	0
AnophelesgambiaePEST	OG6102624_AGAP029486	t	OG6106940_AGAP029604	t	0
AnophelesgambiaePEST	OG6315469_AGAP013067	t	OG6316334_AGAP000382	h	0
AnophelesgambiaePEST	OG6106476_AGAP000932	t	OG6136563_AGAP029105	t	0
AnophelesgambiaePEST	OG6315797_AGAP013028	t	OG6162719_AGAP000691	h	0
AnophelesgambiaePEST	OG6112839_AGAP000045	h	OG6150675_AGAP000046	h	0
AnophelesgambiaePEST	OG6316334_AGAP000382	t	OG6103812_AGAP000380	t	0
AnophelesgambiaePEST	OG6101766_AGAP000441	t	OG6107098_AGAP000445	h	0
AnophelesgambiaePEST	OG6100445_AGAP000288	h	OG6183306_AGAP000286	h	0
AnophelesgambiaePEST	OG6124338_AGAP000128	h	OG6104434_AGAP000126	h	0
AnophelesgambiaePEST	OG6126529_AGAP000795	h	OG6104147_AGAP000792	h	0
AnophelesgambiaePEST	OG6100896_AGAP000476	h	OG6124450_AGAP013210	h	0
AnophelesgambiaePEST	OG6102794_AGAP000403	t	OG6106875_AGAP000405	h	0
AnophelesgambiaePEST	OG6102852_AGAP000120	t	OG6128985_AGAP013279	t	0
AnophelesgambiaePEST	OG6101571_AGAP000320	t	OG6103099_AGAP000319	t	0
AnophelesgambiaePEST	OG6132639_AGAP001083	h	OG6126551_AGAP001084	t	0
AnophelesgambiaePEST	OG6142273_AGAP000572	t	OG6126424_AGAP000315	h	0
AnophelesgambiaePEST	OG6109902_AGAP000117	t	OG6122518_AGAP000116	t	0
AnophelesgambiaePEST	OG6102621_AGAP000843	t	OG6136417_AGAP000848	h	0
AnophelesgambiaePEST	OG6103480_AGAP000834	t	OG6124339_AGAP000833	t	0
AnophelesgambiaePEST	OG6104215_AGAP000686	t	OG6102627_AGAP000685	t	0
AnophelesgambiaePEST	OG6142421_AGAP000996	h	OG6105971_AGAP000997	h	0
AnophelesgambiaePEST	OG6106917_AGAP000725	t	OG6136756_AGAP000726	h	0
AnophelesgambiaePEST	OG6122578_AGAP000986	h	OG6102757_AGAP000985	h	0
AnophelesgambiaePEST	OG6162974_AGAP000182	t	OG6104480_AGAP000185	h	0
AnophelesgambiaePEST	OG6103473_AGAP000070	t	OG6106318_AGAP000073	h	0
AnophelesgambiaePEST	OG6141943_AGAP000356	t	OG6105431_AGAP000354	h	0
AnophelesgambiaePEST	OG6104399_AGAP001010	t	OG6104310_AGAP001018	t	0
AnophelesgambiaePEST	OG6108096_AGAP000861	t	OG6100592_AGAP000862	t	0
AnophelesgambiaePEST	OG6107078_AGAP000314	h	OG6103965_AGAP000313	t	0
AnophelesgambiaePEST	OG6105713_AGAP000067	t	OG6162964_AGAP000066	t	0
AnophelesgambiaePEST	OG6104093_AGAP000246	t	OG6129298_AGAP000245	t	0
AnophelesgambiaePEST	OG6117926_AGAP000346	t	OG6184055_AGAP013397	t	0
AnophelesgambiaePEST	OG6126605_AGAP013262	t	OG6103999_AGAP000491	t	0
AnophelesgambiaePEST	OG6137882_AGAP000854	t	OG6106237_AGAP000855	h	0
AnophelesgambiaePEST	OG6100896_AGAP000476	t	OG6101414_AGAP000477	t	0
AnophelesgambiaePEST	OG6106420_AGAP000280	t	OG6107391_AGAP000283	t	0
AnophelesgambiaePEST	OG6105363_AGAP000759	h	OG6105564_AGAP000760	t	0
AnophelesgambiaePEST	OG6120926_AGAP000964	h	OG6112323_AGAP000966	t	0
AnophelesgambiaePEST	OG6316316_AGAP000636	t	OG6107978_AGAP000635	h	0
AnophelesgambiaePEST	OG6100262_AGAP001065	t	OG6114034_AGAP001061	t	0
AnophelesgambiaePEST	OG6104527_AGAP000429	h	OG6109712_AGAP000430	h	0
AnophelesgambiaePEST	OG6136702_AGAP000539	t	OG6126471_AGAP000540	t	0
AnophelesgambiaePEST	OG6105450_AGAP000048	t	OG6120817_AGAP000051	t	0
AnophelesgambiaePEST	OG6315421_AGAP000692	t	OG6124484_AGAP000693	h	0
AnophelesgambiaePEST	OG6163646_AGAP029439	t	OG6315967_AGAP029660	t	0
AnophelesgambiaePEST	OG6108589_AGAP000219	h	OG6104017_AGAP000220	h	0
AnophelesgambiaePEST	OG6124322_AGAP000884	t	OG6111930_AGAP000882	t	0
AnophelesgambiaePEST	OG6136765_AGAP000745	h	OG6142255_AGAP000744	t	0
AnophelesgambiaePEST	OG6103663_AGAP000913	h	OG6129296_AGAP000915	h	0
AnophelesgambiaePEST	OG6130014_AGAP000096	t	OG6316406_AGAP000093	t	0
AnophelesgambiaePEST	OG6106611_AGAP000078	t	OG6106435_AGAP000081	t	0
AnophelesgambiaePEST	OG6132482_AGAP029808	h	OG6101596_AGAP000534	h	0
AnophelesgambiaePEST	OG6107907_AGAP000566	t	OG6104772_AGAP000567	t	0
AnophelesgambiaePEST	OG6163440_AGAP000485	h	OG6109246_AGAP000488	h	0
AnophelesgambiaePEST	OG6100445_AGAP000414	t	OG6113402_AGAP000413	t	0
AnophelesgambiaePEST	OG6132482_AGAP029808	t	OG6126618_AGAP000537	t	0
AnophelesgambiaePEST	OG6100986_AGAP000018	t	OG6103326_AGAP000017	h	0
AnophelesgambiaePEST	OG6100674_AGAP001021	t	OG6105354_AGAP001022	t	0
AnophelesgambiaePEST	OG6132704_AGAP001008	h	OG6163098_AGAP013251	h	0
AnophelesgambiaePEST	OG6183607_AGAP000538	h	OG6126618_AGAP000537	h	0
AnophelesgambiaePEST	OG6105431_AGAP000354	t	OG6129046_AGAP000347	t	0
AnophelesgambiaePEST	OG6104030_AGAP001081	t	OG6102385_AGAP001082	h	0
AnophelesgambiaePEST	OG6104063_AGAP000251	h	OG6150742_AGAP000250	h	0
AnophelesgambiaePEST	OG6100731_AGAP000457	h	OG6107190_AGAP000456	h	0
AnophelesgambiaePEST	OG6104562_AGAP000368	h	OG6109233_AGAP000372	h	0
AnophelesgambiaePEST	OG6104525_AGAP000768	h	OG6102890_AGAP000769	h	0
AnophelesgambiaePEST	OG6107742_AGAP000110	t	OG6110740_AGAP000109	t	0
AnophelesgambiaePEST	OG6104448_AGAP000412	h	OG6113402_AGAP000413	h	0
AnophelesgambiaePEST	OG6132657_AGAP000696	t	OG6136695_AGAP013464	t	0
AnophelesgambiaePEST	OG6107032_AGAP000757	t	OG6109920_AGAP000756	t	0
AnophelesgambiaePEST	OG6126582_AGAP000992	t	OG6129193_AGAP000989	t	0
AnophelesgambiaePEST	OG6163646_AGAP029439	h	OG6142273_AGAP000572	h	0
AnophelesgambiaePEST	OG6102836_AGAP001091	t	OG6105557_AGAP029975	t	0
AnophelesgambiaePEST	OG6183365_AGAP000714	t	OG6129238_AGAP013409	h	0
AnophelesgambiaePEST	OG6101045_AGAP000942	h	OG6107975_AGAP000943	h	0
AnophelesgambiaePEST	OG6103806_AGAP000285	h	OG6110753_AGAP000284	t	0
AnophelesgambiaePEST	OG6122693_AGAP000383	h	OG6315469_AGAP013067	h	0
AnophelesgambiaePEST	OG6102656_AGAP000983	t	OG6100651_AGAP000982	h	0
AnophelesgambiaePEST	OG6316345_AGAP000016	t	OG6108587_AGAP000015	h	0
AnophelesgambiaePEST	OG6103358_AGAP000217	t	OG6103358_AGAP000218	t	0
AnophelesgambiaePEST	OG6103264_AGAP000512	h	OG6103598_AGAP000515	h	0
AnophelesgambiaePEST	OG6105564_AGAP000760	h	OG6142484_AGAP000762	h	0
AnophelesgambiaePEST	OG6126602_AGAP000146	h	OG6110471_AGAP000147	h	0
AnophelesgambiaePEST	OG6112323_AGAP000966	h	OG6108971_AGAP000967	h	0
AnophelesgambiaePEST	OG6120926_AGAP000964	t	OG6120926_AGAP000963	t	0
AnophelesgambiaePEST	OG6108363_AGAP000533	h	OG6106586_AGAP013259	h	0
AnophelesgambiaePEST	OG6101047_AGAP000615	t	OG6104212_AGAP000614	t	0
AnophelesgambiaePEST	OG6136811_AGAP000711	t	OG6106249_AGAP000713	t	0
AnophelesgambiaePEST	OG6132719_AGAP000957	t	OG6102019_AGAP000958	h	0
AnophelesgambiaePEST	OG6100435_AGAP000300	h	OG6183605_AGAP000299	h	0
AnophelesgambiaePEST	OG6107907_AGAP000566	h	OG6100338_AGAP000564	t	0
AnophelesgambiaePEST	OG6104188_AGAP000249	h	OG6129350_AGAP000247	t	0
AnophelesgambiaePEST	OG6102317_AGAP000634	t	OG6107978_AGAP000635	t	0
AnophelesgambiaePEST	OG6162667_AGAP000690	h	OG6106561_AGAP000688	h	0
AnophelesgambiaePEST	OG6183365_AGAP000714	h	OG6163747_AGAP013154	t	0
AnophelesgambiaePEST	OG6132657_AGAP000696	h	OG6427661_AGAP029891	t	0
AnophelesgambiaePEST	OG6100894_AGAP000596	h	OG6100894_AGAP000595	t	0
AnophelesgambiaePEST	OG6116713_AGAP000361	h	OG6108692_AGAP000363	h	0
AnophelesgambiaePEST	OG6183943_AGAP013022	t	OG6105040_AGAP000810	h	0
AnophelesgambiaePEST	OG6106616_AGAP000090	t	OG6120961_AGAP029109	t	0
AnophelesgambiaePEST	OG6104725_AGAP000504	h	OG6120953_AGAP029815	h	0
AnophelesgambiaePEST	OG6126401_AGAP000703	t	OG6105319_AGAP000702	h	0
AnophelesgambiaePEST	OG6105968_AGAP000261	t	OG6126624_AGAP000256	t	0
AnophelesgambiaePEST	OG6136691_AGAP000047	t	OG6105450_AGAP000048	h	0
AnophelesgambiaePEST	OG6102303_AGAP000142	t	OG6124383_AGAP000141	t	0
AnophelesgambiaePEST	OG6117846_AGAP001092	h	OG6116618_AGAP001093	t	0
AnophelesgambiaePEST	OG6136806_AGAP000074	t	OG6117820_AGAP013356	t	0
AnophelesgambiaePEST	OG6103099_AGAP000319	h	OG6108102_AGAP000317	t	0
AnophelesgambiaePEST	OG6126551_AGAP001084	h	OG6105557_AGAP029975	h	0
AnophelesgambiaePEST	OG6162913_AGAP000571	h	OG6126424_AGAP000315	t	0
AnophelesgambiaePEST	OG6124450_AGAP013210	t	OG6107806_AGAP000472	t	0
AnophelesgambiaePEST	OG6103261_AGAP000214	h	OG6122647_AGAP000211	h	0
AnophelesgambiaePEST	OG6126460_AGAP000019	t	OG6100986_AGAP000018	h	0
AnophelesgambiaePEST	OG6100220_AGAP000532	h	OG6106586_AGAP013259	t	0
AnophelesgambiaePEST	OG6163797_AGAP000687	h	OG6106561_AGAP000688	t	0
AnophelesgambiaePEST	OG6104098_AGAP000124	h	OG6122646_AGAP000123	h	0
AnophelesgambiaePEST	OG6106561_AGAP000715	h	OG6151144_AGAP013172	h	0
AnophelesgambiaePEST	OG6101431_AGAP013380	t	OG6107023_AGAP000056	t	0
AnophelesgambiaePEST	OG6104879_AGAP000865	h	OG6106541_AGAP000864	h	0
AnophelesgambiaePEST	OG6101413_AGAP000180	t	OG6101156_AGAP000179	t	0
AnophelesgambiaePEST	OG6109243_AGAP000484	t	OG6163440_AGAP000485	t	0
AnophelesgambiaePEST	OG6114783_AGAP000669	t	OG6106240_AGAP000673	h	0
AnophelesgambiaePEST	OG6104137_AGAP000044	t	OG6101432_AGAP000043	h	0
AnophelesgambiaePEST	OG6104212_AGAP000614	h	OG6112753_AGAP000606	h	0
AnophelesgambiaePEST	OG6104527_AGAP000429	t	OG6105169_AGAP000428	t	0
AnophelesgambiaePEST	OG6112361_AGAP000968	h	OG6108971_AGAP000967	t	0
AnophelesgambiaePEST	OG6124185_AGAP000344	h	OG6166633_AGAP000345	t	0
AnophelesgambiaePEST	OG6109218_AGAP000040	h	OG6126439_AGAP000041	h	0
AnophelesgambiaePEST	OG6151102_AGAP000330	t	OG6107758_AGAP000332	h	0
AnophelesgambiaePEST	OG6100731_AGAP000457	t	OG6117934_AGAP000454	t	0
AnophelesgambiaePEST	OG6111864_AGAP029672	t	OG6124468_AGAP000859	h	0
AnophelesgambiaePEST	OG6132655_AGAP000620	h	OG6107420_AGAP000619	h	0
AnophelesgambiaePEST	OG6151237_AGAP012964	h	OG6102627_AGAP000929	t	0
AnophelesgambiaePEST	OG6136448_AGAP000278	h	OG6107931_AGAP000277	t	0
AnophelesgambiaePEST	OG6109213_AGAP000238	h	OG6100782_AGAP000236	h	0
AnophelesgambiaePEST	OG6124330_AGAP000460	t	OG6124202_AGAP000458	h	0
AnophelesgambiaePEST	OG6124185_AGAP000344	t	OG6187221_AGAP013476	h	0
AnophelesgambiaePEST	OG6126439_AGAP000041	t	OG6101432_AGAP000043	t	0
AnophelesgambiaePEST	OG6106364_AGAP000407	h	OG6104177_AGAP000406	h	0
AnophelesgambiaePEST	OG6100894_AGAP000596	t	OG6105507_AGAP000599	h	0
AnophelesgambiaePEST	OG6101347_AGAP000255	t	OG6142381_AGAP013258	t	0
AnophelesgambiaePEST	OG6105715_AGAP000648	h	OG6104216_AGAP000649	h	0
AnophelesgambiaePEST	OG6105064_AGAP000808	t	OG6183943_AGAP013022	h	0
AnophelesgambiaePEST	OG6117755_AGAP000360	t	OG6122523_AGAP000359	t	0
AnophelesgambiaePEST	OG6126471_AGAP000540	h	OG6136764_AGAP013055	h	0
AnophelesgambiaePEST	OG6184039_AGAP013084	t	OG6128919_AGAP000695	t	0
AnophelesgambiaePEST	OG6126587_AGAP000587	t	OG6315967_AGAP029660	h	0
AnophelesgambiaePEST	OG6106132_AGAP029617	h	OG6151124_AGAP000085	h	0
AnophelesgambiaePEST	OG6132342_AGAP001048	t	OG6107969_AGAP001047	h	0
AnophelesgambiaePEST	OG6101047_AGAP000615	h	OG6104823_AGAP000617	t	0
AnophelesgambiaePEST	OG6104823_AGAP000617	h	OG6107420_AGAP000619	t	0
AnophelesgambiaePEST	OG6142298_AGAP000785	t	OG6124431_AGAP000786	t	0
AnophelesgambiaePEST	OG6136605_AGAP029631	h	OG6126667_AGAP000737	t	0
AnophelesgambiaePEST	OG6107413_AGAP000013	t	OG6101423_AGAP000012	h	0
AnophelesgambiaePEST	OG6105968_AGAP000261	h	OG6104403_AGAP000262	t	0
AnophelesgambiaePEST	OG6119485_AGAP000062	t	OG6111120_AGAP000061	h	0
AnophelesgambiaePEST	OG6103519_AGAP000842	t	OG6163079_AGAP013101	h	0
AnophelesgambiaePEST	OG6103261_AGAP000214	t	OG6124179_AGAP000215	t	0
AnophelesgambiaePEST	OG6104609_AGAP000225	h	OG6107366_AGAP000223	t	0
AnophelesgambiaePEST	OG6136765_AGAP000745	t	OG6104013_AGAP000747	t	0
AnophelesgambiaePEST	OG6101604_AGAP000850	t	OG6136417_AGAP000848	t	0
AnophelesgambiaePEST	OG6120961_AGAP029109	h	OG6151124_AGAP000085	t	0
AnophelesgambiaePEST	OG6141940_AGAP013158	h	OG6102830_AGAP000155	h	0
AnophelesgambiaePEST	OG6113327_AGAP000375	t	OG6109233_AGAP000372	t	0
AnophelesgambiaePEST	OG6136695_AGAP013464	h	OG6132586_AGAP000697	t	0
AnophelesgambiaePEST	OG6109243_AGAP000484	h	OG6105362_AGAP000483	h	0
AnophelesgambiaePEST	OG6132683_AGAP000334	t	OG6103377_AGAP000337	t	0
AnophelesgambiaePEST	OG6315972_AGAP000230	h	OG6151341_AGAP012975	h	0
AnophelesgambiaePEST	OG6100878_AGAP000971	t	OG6103986_AGAP000974	t	0
AnophelesgambiaePEST	OG6107740_AGAP000841	h	OG6122637_AGAP000840	h	0
AnophelesgambiaePEST	OG6315872_AGAP000528	t	OG6105219_AGAP000526	h	0
AnophelesgambiaePEST	OG6163783_AGAP013413	h	OG6162913_AGAP000571	t	0
AnophelesgambiaePEST	OG6105083_AGAP000149	t	OG6110471_AGAP000147	t	0
AnophelesgambiaePEST	OG6109177_AGAP000234	h	OG6117798_AGAP000233	t	0
AnophelesgambiaePEST	OG6102059_AGAP000053	h	OG6120817_AGAP000051	h	0
AnophelesgambiaePEST	OG6107739_AGAP000869	h	OG6105533_AGAP000870	h	0
AnophelesgambiaePEST	OG6136744_AGAP000035	t	OG6109218_AGAP000040	t	0
AnophelesgambiaePEST	OG6106616_AGAP000090	h	OG6316406_AGAP000093	h	0
AnophelesgambiaePEST	OG6108587_AGAP000015	t	OG6107413_AGAP000013	h	0
AnophelesgambiaePEST	OG6104887_AGAP000448	h	OG6124421_AGAP000446	h	0
AnophelesgambiaePEST	OG6104189_AGAP000898	t	OG6124301_AGAP000899	t	0
AnophelesgambiaePEST	OG6163540_AGAP000453	t	OG6107190_AGAP000456	t	0
AnophelesgambiaePEST	OG6129057_AGAP000377	t	OG6103812_AGAP000380	h	0
AnophelesgambiaePEST	OG6104182_AGAP000415	h	OG6100445_AGAP000414	h	0
AnophelesgambiaePEST	OG6101766_AGAP000441	h	OG6100957_AGAP000439	h	0
AnophelesgambiaePEST	OG6104023_AGAP012991	h	OG6153341_AGAP000858	h	0
AnophelesgambiaePEST	OG6150675_AGAP000046	t	OG6136691_AGAP000047	h	0
AnophelesgambiaePEST	OG6106132_AGAP029617	t	OG6106435_AGAP000081	h	0
AnophelesgambiaePEST	OG6107742_AGAP000110	h	OG6100679_AGAP000112	t	0
AnophelesgambiaePEST	OG6122693_AGAP000383	t	OG6100998_AGAP000387	h	0
AnophelesgambiaePEST	OG6103377_AGAP000337	h	OG6107244_AGAP000338	t	0
AnophelesgambiaePEST	OG6102655_AGAP000106	h	OG6110740_AGAP000109	h	0
AnophelesgambiaePEST	OG6103598_AGAP000516	t	OG6105219_AGAP000526	t	0
AnophelesgambiaePEST	OG6102503_AGAP000307	h	OG6126604_AGAP013049	t	0
AnophelesgambiaePEST	OG6126654_AGAP013319	h	OG6126654_AGAP013308	t	0
AnophelesgambiaePEST	OG6102134_AGAP000770	t	OG6102942_AGAP000771	h	0
AnophelesgambiaePEST	OG6105713_AGAP000067	h	OG6111046_AGAP000068	t	0
AnophelesgambiaePEST	OG6108096_AGAP000861	h	OG6111864_AGAP029672	h	0
AnophelesgambiaePEST	OG6136811_AGAP000711	h	OG6101257_AGAP000705	t	0
AnophelesgambiaePEST	OG6129035_AGAP000570	t	OG6103982_AGAP000569	h	0
AnophelesgambiaePEST	OG6105354_AGAP001022	h	OG6126269_AGAP001023	h	0
AnophelesgambiaePEST	OG6126604_AGAP013049	h	OG6121038_AGAP000303	t	0
AnophelesgambiaePEST	OG6106235_AGAP001050	t	OG6105874_AGAP001053	t	0
AnophelesgambiaePEST	OG6106904_AGAP000499	t	OG6120953_AGAP029815	t	0
AnophelesgambiaePEST	OG6112259_AGAP000941	t	OG6101045_AGAP000942	t	0
AnophelesgambiaePEST	OG6132709_AGAP007278	t	OG6111046_AGAP000068	h	0
AnophelesgambiaePEST	OG6101938_AGAP000098	h	OG6104136_AGAP000100	t	0
AnophelesgambiaePEST	OG6102794_AGAP000403	h	OG6104306_AGAP000402	t	0
AnophelesgambiaePEST	OG6186994_AGAP000605	h	OG6112753_AGAP000606	t	0
AnophelesgambiaePEST	OG6136744_AGAP000035	h	OG6100515_AGAP000028	h	0
AnophelesgambiaePEST	OG6102674_AGAP000562	t	OG6106460_AGAP000560	h	0
AnophelesgambiaePEST	OG6316316_AGAP000636	h	OG6100923_AGAP000639	h	0
AnophelesgambiaePEST	OG6103965_AGAP000313	h	OG6104071_AGAP000312	h	0
AnophelesgambiaePEST	OG6106917_AGAP000725	h	OG6150846_AGAP000724	t	0
AnophelesgambiaePEST	OG6104460_AGAP000118	h	OG6109902_AGAP000117	h	0
AnophelesgambiaePEST	OG6141943_AGAP000356	h	OG6315947_AGAP000357	h	0
AnophelesgambiaePEST	OG6105368_AGAP000273	h	OG6107931_AGAP000277	h	0
AnophelesgambiaePEST	OG6126301_AGAP000196	h	OG6124464_AGAP000198	t	0
AnophelesgambiaePEST	OG6108144_AGAP000791	h	OG6126300_AGAP000790	t	0
AnophelesgambiaePEST	OG6101571_AGAP000320	h	OG6111122_AGAP000321	t	0
AnophelesgambiaePEST	OG6103358_AGAP000217	h	OG6124179_AGAP000215	h	0
AnophelesgambiaePEST	OG6142327_AGAP013348	t	OG6102384_AGAP000602	h	0
AnophelesgambiaePEST	OG6126582_AGAP000992	h	OG6142421_AGAP000996	t	0
AnophelesgambiaePEST	OG6132704_AGAP029673	t	OG6163097_AGAP029477	h	0
AnophelesgambiaePEST	OG6109618_AGAP000896	h	OG6316286_AGAP000893	t	0
AnophelesgambiaePEST	OG6136702_AGAP000539	h	OG6183607_AGAP000538	t	0
AnophelesgambiaePEST	OG6104247_AGAP000449	h	OG6141938_AGAP013275	t	0
AnophelesgambiaePEST	OG6151243_AGAP013181	h	OG6122692_AGAP001025	t	0
AnophelesgambiaePEST	OG6119325_AGAP000880	t	OG6111930_AGAP000882	h	0
AnophelesgambiaePEST	OG6105349_AGAP000181	t	OG6101413_AGAP000180	h	0
AnophelesgambiaePEST	OG6102624_AGAP029486	h	OG6101603_AGAP000171	h	0
AnophelesgambiaePEST	OG6103663_AGAP000913	t	OG6106742_AGAP000912	h	0
AnophelesgambiaePEST	OG6151237_AGAP012964	t	OG6105739_AGAP000930	h	0
AnophelesgambiaePEST	OG6103986_AGAP000974	h	OG6109487_AGAP000975	h	0
AnophelesgambiaePEST	OG6128919_AGAP000695	h	OG6163821_AGAP000694	h	0
AnophelesgambiaePEST	OG6103504_AGAP000326	h	OG6101502_AGAP000327	h	0
AnophelesgambiaePEST	OG6107716_AGAP000911	t	OG6107572_AGAP000909	h	0
AnophelesgambiaePEST	OG6103264_AGAP000512	t	OG6114651_AGAP000509	h	0
AnophelesgambiaePEST	OG6132724_AGAP000358	t	OG6315947_AGAP000357	t	0
AnophelesgambiaePEST	OG6108102_AGAP000317	h	OG6130015_AGAP000316	h	0
AnophelesgambiaePEST	OG6132719_AGAP000957	h	OG6109275_AGAP000955	t	0
AnophelesgambiaePEST	OG6126654_AGAP000437	t	OG6126654_AGAP013421	h	0
AnophelesgambiaePEST	OG6106571_AGAP000530	t	OG6102133_AGAP000529	t	0
AnophelesgambiaePEST	OG6117865_AGAP000961	t	OG6103166_AGAP000960	t	0
AnophelesgambiaePEST	OG6109920_AGAP000756	h	OG6126499_AGAP000755	h	0
AnophelesgambiaePEST	OG6103618_AGAP000343	t	OG6151074_AGAP000341	t	0
AnophelesgambiaePEST	OG6101919_AGAP000188	t	OG6105044_AGAP000187	h	0
AnophelesgambiaePEST	OG6104100_AGAP000269	h	OG6112849_AGAP000266	t	0
AnophelesgambiaePEST	OG6104329_AGAP000139	h	OG6124383_AGAP000141	h	0
AnophelesgambiaePEST	OG6105324_AGAP000797	t	OG6126529_AGAP000795	t	0
AnophelesgambiaePEST	OG6102957_AGAP000143	t	OG6106474_AGAP000144	h	0
AnophelesgambiaePEST	OG6105334_AGAP000889	h	OG6104079_AGAP000890	h	0
AnophelesgambiaePEST	OG6150846_AGAP000724	h	OG6101169_AGAP000720	h	0
AnophelesgambiaePEST	OG6122582_AGAP000496	h	OG6151004_AGAP000497	h	0
AnophelesgambiaePEST	OG6100592_AGAP000862	h	OG6122504_AGAP000863	t	0
AnophelesgambiaePEST	OG6102655_AGAP000106	t	OG6122624_AGAP000104	t	0
AnophelesgambiaePEST	OG6103618_AGAP000343	h	OG6187221_AGAP013476	t	0
AnophelesgambiaePEST	OG6104216_AGAP000649	t	OG6107564_AGAP000652	h	0
AnophelesgambiaePEST	OG6150947_AGAP000290	t	OG6132684_AGAP000292	h	0
AnophelesgambiaePEST	OG6315972_AGAP000230	t	OG6104609_AGAP000228	t	0
AnophelesgambiaePEST	OG6104480_AGAP000185	t	OG6105044_AGAP000187	t	0
AnophelesgambiaePEST	OG6184039_AGAP013084	h	OG6427661_AGAP029891	h	0
AnophelesgambiaePEST	OG6126402_AGAP000879	h	OG6163044_AGAP000878	h	0
AnophelesgambiaePEST	OG6102656_AGAP000983	h	OG6108574_AGAP000984	t	0
AnophelesgambiaePEST	OG6100445_AGAP000288	t	OG6100445_AGAP000289	h	0
AnophelesgambiaePEST	OG6162719_AGAP000691	t	OG6315421_AGAP000692	h	0
AnophelesgambiaePEST	OG6108140_AGAP013392	t	OG6104071_AGAP000312	t	0
AnophelesgambiaePEST	OG6102627_AGAP000929	h	OG6136537_AGAP000924	h	0
AnophelesgambiaePEST	OG6103116_AGAP000470	h	OG6108781_AGAP000471	t	0
AnophelesgambiaePEST	OG6101684_AGAP000392	t	OG6100653_AGAP000389	t	0
AnophelesgambiaePEST	OG6102134_AGAP000770	h	OG6102890_AGAP000769	t	0
AnophelesgambiaePEST	OG6100262_AGAP001065	h	OG6104535_AGAP001069	h	0
AnophelesgambiaePEST	OG6116553_AGAP000264	h	OG6112849_AGAP000266	h	0
