# Species	Genes	Alg.-Conn.	AnophelesalbimanusSTECLA.faa	AnophelesaquasalisidAnoAquaMGQ19.faa	AnophelesatroparvusEBRO.faa	AnophelescruziiidAnoCruzASRS3206.faa	AnophelesfunestusFUMOZ.faa	AnophelesgambiaePEST.faa	AnophelesmouchetiidAnoMoucSNF2007.faa
6	6	0.307	AnophelesalbimanusSTECLA|AALB005380	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006998	*	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000572	AnophelesfunestusFUMOZ|AFUN000365	AnophelesgambiaePEST|AGAP006720	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1014102
6	6	0.307	AnophelesalbimanusSTECLA|AALB006354	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005491	*	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006332	AnophelesfunestusFUMOZ|AFUN011575	AnophelesgambiaePEST|AGAP000063	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001815
6	6	0.307	AnophelesalbimanusSTECLA|AALB008033	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000709	*	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003922	AnophelesfunestusFUMOZ|AFUN016027	AnophelesgambiaePEST|AGAP008533	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013391
6	6	0.307	AnophelesalbimanusSTECLA|AALB008933	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009146	*	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004304	AnophelesfunestusFUMOZ|AFUN022043	AnophelesgambiaePEST|AGAP013052	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006137
6	6	0.307	AnophelesalbimanusSTECLA|AALB015489	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004038	*	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000298	AnophelesfunestusFUMOZ|AFUN015726	AnophelesgambiaePEST|AGAP008767	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000763
6	6	0.306	*	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009726	AnophelesatroparvusEBRO|AATE016983	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002585	AnophelesfunestusFUMOZ|AFUN019904	AnophelesgambiaePEST|AGAP006439	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002093
6	6	0.306	AnophelesalbimanusSTECLA|AALB002852	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010312	*	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004457	AnophelesfunestusFUMOZ|AFUN020537	AnophelesgambiaePEST|AGAP003080	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001097
6	6	0.306	AnophelesalbimanusSTECLA|AALB003592	AnophelesaquasalisidAnoAquaMGQ19|AAQUA003838	AnophelesatroparvusEBRO|AATE016771	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007690	*	AnophelesgambiaePEST|AGAP003060	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009534
6	6	0.306	AnophelesalbimanusSTECLA|AALB003909	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009603	*	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004521	AnophelesfunestusFUMOZ|AFUN002181	AnophelesgambiaePEST|AGAP013515	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010234
6	6	0.306	AnophelesalbimanusSTECLA|AALB008967	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010675	*	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009644	AnophelesfunestusFUMOZ|AFUN000950	AnophelesgambiaePEST|AGAP002715	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009541
6	6	0.306	AnophelesalbimanusSTECLA|AALB016472	AnophelesaquasalisidAnoAquaMGQ19|AAQUA003080	*	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001581	AnophelesfunestusFUMOZ|AFUN016106	AnophelesgambiaePEST|AGAP003423	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001812
6	6	0.305	AnophelesalbimanusSTECLA|AALB000850	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009080	*	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002516	AnophelesfunestusFUMOZ|AFUN022318	AnophelesgambiaePEST|AGAP008970	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009187
6	6	0.305	AnophelesalbimanusSTECLA|AALB008086	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011522	*	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005314	AnophelesfunestusFUMOZ|AFUN010875	AnophelesgambiaePEST|AGAP013528	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010308
6	6	0.299	AnophelesalbimanusSTECLA|AALB010878	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009535	*	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005456	AnophelesfunestusFUMOZ|AFUN007754	AnophelesgambiaePEST|AGAP002951	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001461
6	6	0.299	AnophelesalbimanusSTECLA|AALB017351	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002814	*	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009249	AnophelesfunestusFUMOZ|AFUN016041	AnophelesgambiaePEST|AGAP013004	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007587
6	6	0.298	*	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007590	AnophelesatroparvusEBRO|AATE015460	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008367	AnophelesfunestusFUMOZ|AFUN002279	AnophelesgambiaePEST|AGAP006081	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010405
6	6	0.296	*	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001587	AnophelesatroparvusEBRO|AATE005475	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011877	AnophelesfunestusFUMOZ|AFUN011470	AnophelesgambiaePEST|AGAP000696	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003052
6	6	0.294	AnophelesalbimanusSTECLA|AALB017809	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001274	AnophelesatroparvusEBRO|AATE010721	*	AnophelesfunestusFUMOZ|AFUN009474	AnophelesgambiaePEST|AGAP013041	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000163
6	6	0.293	*	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001696	AnophelesatroparvusEBRO|AATE008553	AnophelescruziiidAnoCruzASRS3206|AcruBR1000003150	AnophelesfunestusFUMOZ|AFUN008926	AnophelesgambiaePEST|AGAP008448	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002741
6	6	0.293	*	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011865	AnophelesatroparvusEBRO|AATE009068	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005449	AnophelesfunestusFUMOZ|AFUN003907	AnophelesgambiaePEST|AGAP000222	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006035
6	6	0.293	AnophelesalbimanusSTECLA|AALB000172	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000622	AnophelesatroparvusEBRO|AATE004659	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008184	AnophelesfunestusFUMOZ|AFUN001304	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1014081
6	6	0.293	AnophelesalbimanusSTECLA|AALB000178	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009153	AnophelesatroparvusEBRO|AATE011786	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009466	AnophelesfunestusFUMOZ|AFUN001298	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010603
6	6	0.293	AnophelesalbimanusSTECLA|AALB000442	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001119	AnophelesatroparvusEBRO|AATE012662	AnophelescruziiidAnoCruzASRS3206|AcruBR1000012285	AnophelesfunestusFUMOZ|AFUN003558	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004931
6	6	0.293	AnophelesalbimanusSTECLA|AALB000447	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002739	AnophelesatroparvusEBRO|AATE002715	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006864	AnophelesfunestusFUMOZ|AFUN003553	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010413
6	6	0.293	AnophelesalbimanusSTECLA|AALB000588	AnophelesaquasalisidAnoAquaMGQ19|AAQUA001639	AnophelesatroparvusEBRO|AATE016883	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000013	AnophelesfunestusFUMOZ|AFUN010739	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013842
6	6	0.293	AnophelesalbimanusSTECLA|AALB000589	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004590	AnophelesatroparvusEBRO|AATE018568	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006569	AnophelesfunestusFUMOZ|AFUN010738	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005796
6	6	0.293	AnophelesalbimanusSTECLA|AALB000626	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002325	AnophelesatroparvusEBRO|AATE008716	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000360	AnophelesfunestusFUMOZ|AFUN015805	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007203
6	6	0.293	AnophelesalbimanusSTECLA|AALB000646	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012620	AnophelesatroparvusEBRO|AATE006395	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011184	AnophelesfunestusFUMOZ|AFUN006206	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1014026
6	6	0.293	AnophelesalbimanusSTECLA|AALB001142	AnophelesaquasalisidAnoAquaMGQ19|AAQUA003480	AnophelesatroparvusEBRO|AATE009348	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001268	AnophelesfunestusFUMOZ|AFUN008770	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008052
6	6	0.293	AnophelesalbimanusSTECLA|AALB001319	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008168	AnophelesatroparvusEBRO|AATE005873	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010336	AnophelesfunestusFUMOZ|AFUN020422	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012399
6	6	0.293	AnophelesalbimanusSTECLA|AALB001595	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004291	AnophelesatroparvusEBRO|AATE004641	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007845	AnophelesfunestusFUMOZ|AFUN010716	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004429
6	6	0.293	AnophelesalbimanusSTECLA|AALB002110	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007679	AnophelesatroparvusEBRO|AATE011055	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001593	AnophelesfunestusFUMOZ|AFUN011265	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002395
6	6	0.293	AnophelesalbimanusSTECLA|AALB002285	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005988	AnophelesatroparvusEBRO|AATE000084	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000121	AnophelesfunestusFUMOZ|AFUN016523	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005049
6	6	0.293	AnophelesalbimanusSTECLA|AALB002589	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002002	AnophelesatroparvusEBRO|AATE009123	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005282	AnophelesfunestusFUMOZ|AFUN005112	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003928
6	6	0.293	AnophelesalbimanusSTECLA|AALB002591	AnophelesaquasalisidAnoAquaMGQ19|AAQUA003786	AnophelesatroparvusEBRO|AATE001520	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010234	AnophelesfunestusFUMOZ|AFUN005517	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006562
6	6	0.293	AnophelesalbimanusSTECLA|AALB002822	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002017	AnophelesatroparvusEBRO|AATE013721	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006995	AnophelesfunestusFUMOZ|AFUN020358	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001065
6	6	0.293	AnophelesalbimanusSTECLA|AALB002915	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012521	AnophelesatroparvusEBRO|AATE011437	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009491	AnophelesfunestusFUMOZ|AFUN003180	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010544
6	6	0.293	AnophelesalbimanusSTECLA|AALB002923	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007777	AnophelesatroparvusEBRO|AATE002259	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005950	AnophelesfunestusFUMOZ|AFUN006508	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000681
6	6	0.293	AnophelesalbimanusSTECLA|AALB002925	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000397	AnophelesatroparvusEBRO|AATE008072	AnophelescruziiidAnoCruzASRS3206|AcruBR1000001104	AnophelesfunestusFUMOZ|AFUN008185	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010701
6	6	0.293	AnophelesalbimanusSTECLA|AALB002943	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000868	AnophelesatroparvusEBRO|AATE016225	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006252	AnophelesfunestusFUMOZ|AFUN016642	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006114
6	6	0.293	AnophelesalbimanusSTECLA|AALB003118	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006433	AnophelesatroparvusEBRO|AATE000244	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008681	AnophelesfunestusFUMOZ|AFUN006299	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006587
6	6	0.293	AnophelesalbimanusSTECLA|AALB003258	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004690	AnophelesatroparvusEBRO|AATE013297	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007445	AnophelesfunestusFUMOZ|AFUN005974	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006493
6	6	0.293	AnophelesalbimanusSTECLA|AALB003332	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008276	AnophelesatroparvusEBRO|AATE020008	AnophelescruziiidAnoCruzASRS3206|AcruBR1000012147	AnophelesfunestusFUMOZ|AFUN007358	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009063
6	6	0.293	AnophelesalbimanusSTECLA|AALB003627	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004998	AnophelesatroparvusEBRO|AATE010240	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011054	AnophelesfunestusFUMOZ|AFUN005850	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011491
6	6	0.293	AnophelesalbimanusSTECLA|AALB003628	AnophelesaquasalisidAnoAquaMGQ19|AAQUA011608	AnophelesatroparvusEBRO|AATE004543	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011213	AnophelesfunestusFUMOZ|AFUN005851	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001117
6	6	0.293	AnophelesalbimanusSTECLA|AALB003653	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006683	AnophelesatroparvusEBRO|AATE020400	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005015	AnophelesfunestusFUMOZ|AFUN006288	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002919
6	6	0.293	AnophelesalbimanusSTECLA|AALB003654	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006698	AnophelesatroparvusEBRO|AATE005985	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005479	AnophelesfunestusFUMOZ|AFUN016435	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004119
6	6	0.293	AnophelesalbimanusSTECLA|AALB003882	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006980	AnophelesatroparvusEBRO|AATE015092	AnophelescruziiidAnoCruzASRS3206|AcruBR1000012016	AnophelesfunestusFUMOZ|AFUN010802	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005465
6	6	0.293	AnophelesalbimanusSTECLA|AALB003885	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005895	AnophelesatroparvusEBRO|AATE006333	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011647	AnophelesfunestusFUMOZ|AFUN010798	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006695
6	6	0.293	AnophelesalbimanusSTECLA|AALB003886	AnophelesaquasalisidAnoAquaMGQ19|AAQUA004598	AnophelesatroparvusEBRO|AATE011857	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002390	AnophelesfunestusFUMOZ|AFUN010797	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004466
6	6	0.293	AnophelesalbimanusSTECLA|AALB003887	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008152	AnophelesatroparvusEBRO|AATE017095	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000157	AnophelesfunestusFUMOZ|AFUN010796	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010780
6	6	0.293	AnophelesalbimanusSTECLA|AALB003888	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005115	AnophelesatroparvusEBRO|AATE019012	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005481	AnophelesfunestusFUMOZ|AFUN010795	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013129
6	6	0.293	AnophelesalbimanusSTECLA|AALB003889	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006866	AnophelesatroparvusEBRO|AATE009963	AnophelescruziiidAnoCruzASRS3206|AcruBR1000005155	AnophelesfunestusFUMOZ|AFUN010794	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008246
6	6	0.293	AnophelesalbimanusSTECLA|AALB003890	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006117	AnophelesatroparvusEBRO|AATE019005	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004953	AnophelesfunestusFUMOZ|AFUN010793	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010082
6	6	0.293	AnophelesalbimanusSTECLA|AALB003891	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005398	AnophelesatroparvusEBRO|AATE018768	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010710	AnophelesfunestusFUMOZ|AFUN010791	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000475
6	6	0.293	AnophelesalbimanusSTECLA|AALB004025	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008401	AnophelesatroparvusEBRO|AATE001565	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002393	AnophelesfunestusFUMOZ|AFUN007101	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1011355
6	6	0.293	AnophelesalbimanusSTECLA|AALB004055	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000932	AnophelesatroparvusEBRO|AATE019502	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000614	AnophelesfunestusFUMOZ|AFUN000183	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004241
6	6	0.293	AnophelesalbimanusSTECLA|AALB004062	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000535	AnophelesatroparvusEBRO|AATE018820	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007817	AnophelesfunestusFUMOZ|AFUN004098	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000447
6	6	0.293	AnophelesalbimanusSTECLA|AALB004510	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010485	AnophelesatroparvusEBRO|AATE010806	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000661	AnophelesfunestusFUMOZ|AFUN020846	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013892
6	6	0.293	AnophelesalbimanusSTECLA|AALB005262	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007688	AnophelesatroparvusEBRO|AATE005607	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010585	AnophelesfunestusFUMOZ|AFUN020198	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1003492
6	6	0.293	AnophelesalbimanusSTECLA|AALB005496	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006907	AnophelesatroparvusEBRO|AATE004273	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002184	AnophelesfunestusFUMOZ|AFUN009748	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1002160
6	6	0.293	AnophelesalbimanusSTECLA|AALB005624	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007481	AnophelesatroparvusEBRO|AATE001396	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007206	AnophelesfunestusFUMOZ|AFUN014942	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001131
6	6	0.293	AnophelesalbimanusSTECLA|AALB006030	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000704	AnophelesatroparvusEBRO|AATE011189	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006855	AnophelesfunestusFUMOZ|AFUN003734	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005447
6	6	0.293	AnophelesalbimanusSTECLA|AALB006723	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009019	AnophelesatroparvusEBRO|AATE003407	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002023	AnophelesfunestusFUMOZ|AFUN006076	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1014133
6	6	0.293	AnophelesalbimanusSTECLA|AALB006913	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012459	AnophelesatroparvusEBRO|AATE011756	AnophelescruziiidAnoCruzASRS3206|AcruBR1000011776	AnophelesfunestusFUMOZ|AFUN010437	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1013331
6	6	0.293	AnophelesalbimanusSTECLA|AALB007324	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012491	AnophelesatroparvusEBRO|AATE012705	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006076	AnophelesfunestusFUMOZ|AFUN010046	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012064
6	6	0.293	AnophelesalbimanusSTECLA|AALB007325	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009643	AnophelesatroparvusEBRO|AATE017275	AnophelescruziiidAnoCruzASRS3206|AcruBR1000009544	AnophelesfunestusFUMOZ|AFUN010047	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006558
6	6	0.293	AnophelesalbimanusSTECLA|AALB007353	AnophelesaquasalisidAnoAquaMGQ19|AAQUA012229	AnophelesatroparvusEBRO|AATE012327	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002306	AnophelesfunestusFUMOZ|AFUN018622	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1014135
6	6	0.293	AnophelesalbimanusSTECLA|AALB007354	AnophelesaquasalisidAnoAquaMGQ19|AAQUA005003	AnophelesatroparvusEBRO|AATE014647	AnophelescruziiidAnoCruzASRS3206|AcruBR1000004866	AnophelesfunestusFUMOZ|AFUN010805	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1005844
6	6	0.293	AnophelesalbimanusSTECLA|AALB007789	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010701	AnophelesatroparvusEBRO|AATE006799	AnophelescruziiidAnoCruzASRS3206|AcruBR1000012104	AnophelesfunestusFUMOZ|AFUN010416	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1000105
6	6	0.293	AnophelesalbimanusSTECLA|AALB008404	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010624	AnophelesatroparvusEBRO|AATE000037	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008044	AnophelesfunestusFUMOZ|AFUN006294	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001718
6	6	0.293	AnophelesalbimanusSTECLA|AALB008673	AnophelesaquasalisidAnoAquaMGQ19|AAQUA002874	AnophelesatroparvusEBRO|AATE000662	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000619	AnophelesfunestusFUMOZ|AFUN003926	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1010242
6	6	0.293	AnophelesalbimanusSTECLA|AALB008800	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009312	AnophelesatroparvusEBRO|AATE001484	AnophelescruziiidAnoCruzASRS3206|AcruBR1000008403	AnophelesfunestusFUMOZ|AFUN008190	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006480
6	6	0.293	AnophelesalbimanusSTECLA|AALB008802	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000750	AnophelesatroparvusEBRO|AATE006399	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000226	AnophelesfunestusFUMOZ|AFUN003183	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1004075
6	6	0.293	AnophelesalbimanusSTECLA|AALB008803	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006905	AnophelesatroparvusEBRO|AATE013954	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000807	AnophelesfunestusFUMOZ|AFUN003182	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1012828
6	6	0.293	AnophelesalbimanusSTECLA|AALB008810	AnophelesaquasalisidAnoAquaMGQ19|AAQUA006803	AnophelesatroparvusEBRO|AATE004283	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000658	AnophelesfunestusFUMOZ|AFUN000044	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001996
6	6	0.293	AnophelesalbimanusSTECLA|AALB008920	AnophelesaquasalisidAnoAquaMGQ19|AAQUA009935	AnophelesatroparvusEBRO|AATE001362	AnophelescruziiidAnoCruzASRS3206|AcruBR1000002198	AnophelesfunestusFUMOZ|AFUN011285	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1006748
6	6	0.293	AnophelesalbimanusSTECLA|AALB009029	AnophelesaquasalisidAnoAquaMGQ19|AAQUA007638	AnophelesatroparvusEBRO|AATE008855	AnophelescruziiidAnoCruzASRS3206|AcruBR1000000956	AnophelesfunestusFUMOZ|AFUN009131	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1007438
6	6	0.293	AnophelesalbimanusSTECLA|AALB009204	AnophelesaquasalisidAnoAquaMGQ19|AAQUA008479	AnophelesatroparvusEBRO|AATE011073	AnophelescruziiidAnoCruzASRS3206|AcruBR1000007584	AnophelesfunestusFUMOZ|AFUN019283	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1001790
6	6	0.293	AnophelesalbimanusSTECLA|AALB009449	AnophelesaquasalisidAnoAquaMGQ19|AAQUA010750	AnophelesatroparvusEBRO|AATE014308	AnophelescruziiidAnoCruzASRS3206|AcruBR1000006418	AnophelesfunestusFUMOZ|AFUN011440	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1008196
6	6	0.293	AnophelesalbimanusSTECLA|AALB009520	AnophelesaquasalisidAnoAquaMGQ19|AAQUA000983	AnophelesatroparvusEBRO|AATE005410	AnophelescruziiidAnoCruzASRS3206|AcruBR1000010853	AnophelesfunestusFUMOZ|AFUN020116	*	AnophelesmouchetiidAnoMoucSNF2007|AmouCM1009980
